danceability,energy,key,loudness,mode,speechiness,acousticness,liveness,valence,tempo,duration_in min/ms,time_signature,Class
0.478,0.292,10,-12.115,0,0.148,0.947,0.179,0.768,169.319,3.303116667,4,3,
0.237,0.88,,-3.945,1,0.0505,0.00000854,0.085,0.309,130.128,210067,4,10,
0.67,0.493,6,-11.304,1,0.0751,0.285,0.0495,0.928,93.867,150427,4,2,
0.754,0.82,11,-5.037,0,0.0501,0.0711,0.0947,0.377,128.039,249403,4,9,
0.14,0.177,5,-16.134,1,0.0406,0.992,0.109,0.075,172.391,2.633133333,4,7,
0.322,0.394,,-9.563,1,0.0345,0.172,0.0869,0.0883,113.973,219600,4,10,
0.774,0.553,9,-6.815,1,0.0823,0.379,0.739,0.514,102.055,5.05723333,4,0,
0.761,0.518,,-8.871,1,0.134,0.244,0.107,0.522,133.976,261493,4,9,
0.393,0.904,7,-7.683,0,0.0442,0.00000527,0.0937,0.497,89.562,307307,4,10,
0.625,0.591,7,-9.127,0,0.0265,0.0138,0.0893,0.863,126.597,213693,4,10,
0.598,0.853,9,-5.373,1,0.0545,0.132,0.132,0.312,121.988,191396,1,1,
0.528,0.721,9,-3.905,1,0.0355,0.0002,0.315,0.483,135.969,151920,4,10,
0.59,0.629,6,-6.014,0,0.0619,0.228,0.909,0.406,157.928,193033,4,10,
0.719,0.665,4,-7.679,0,0.0278,0.118,0.276,0.658,104.99,201065,4,2,
0.702,0.898,9,-6.003,1,0.0373,0.00854,0.0917,0.731,112.845,169760,4,10,
0.815,0.459,9,-12.683,1,0.203,0.0232,0.165,0.127,99.966,130522,4,5,
0.596,0.857,4,-5.146,0,0.0269,0.000261,0.234,0.5,102.062,155101,4,8,
0.614,0.836,4,-8.647,0,0.0338,0.0685,0.0214,0.81,97.992,231133,4,9,
0.596,0.576,10,-7.955,1,0.0388,0.376,0.107,0.485,160.176,216933,4,1,
0.394,0.734,1,-4.574,0,0.185,0.0329,0.109,0.0778,86.897,275163,4,5,
0.394,0.94,10,-5.3,0,0.152,0.0000717,0.0547,0.207,99.592,301507,4,8,
0.417,0.934,7,-3.908,0,0.119,0.000278,0.132,0.287,127.066,210240,4,10,
0.686,0.127,7,-14.361,1,0.0342,0.754,0.0573,0.372,93.699,2.30645,4,0,
0.747,0.861,8,-5.251,1,0.0514,0.113,0.026,0.859,103.966,3.170666667,4,4,
0.509,0.498,2,-6.94,1,0.0315,0.413,0.0674,0.283,99.729,222861,4,6,
0.433,0.905,11,-2.171,1,0.101,0.00803,0.337,0.375,148.149,237203,4,10,
0.887,0.667,8,-3.423,1,0.273,0.142,0.195,0.487,135.069,131226,4,5,
0.707,0.909,1,-7.115,1,0.528,0.381,0.119,0.608,87.036,281250,4,5,
0.469,0.427,4,-7.954,0,0.0241,0.00414,0.128,0.0821,84.053,241560,4,10,
0.604,0.441,5,-9.474,1,0.0352,0.791,0.249,0.795,128.32,2.59955,4,4,
0.375,0.991,11,-3.542,1,0.0759,0.0000212,0.0405,0.624,176.034,177207,4,8,
0.203,0.833,9,-3.529,1,0.0339,0.000027,0.318,0.665,155.117,201213,4,6,
0.806,0.69,1,-11.08,1,0.267,0.146,0.071,0.798,130.03,226840,4,1,
0.541,0.591,2,-6.688,1,0.0336,0.289,0.124,0.116,111.676,306320,4,9,
0.805,0.876,9,-6.717,1,0.302,0.394,0.762,0.801,135.011,232227,4,5,
0.614,0.101,,-22.159,1,0.0395,0.825,0.707,0.155,75.902,174360,4,6,
0.336,0.0937,,-20.317,1,0.0414,0.972,0.145,0.0992,90.587,4.767783333,4,7,
0.645,0.598,1,-13.18,0,0.0335,0.221,0.0721,0.913,105.929,3.78778333,4,10,
0.589,0.68,6,-6.431,1,0.0274,0.0162,0.109,0.612,172.066,2.834666667,4,0,
60,0.494,0.735,5,-8.347,1,0.0345,0.00000314,0.544,0.742,132.526,283000,4,1
0.509,0.491,7,-9.525,1,0.0301,0.435,0.145,0.718,92.533,288000,4,2,
0.638,0.666,4,-6.951,0,0.0392,0.00784,0.314,0.651,131.962,185455,4,10,
0.713,0.794,7,-8.173,1,0.0943,0.197,0.603,0.961,155.942,206427,4,1,
0.339,0.459,,-8.652,1,0.0329,0.303,0.0909,0.22,171.95,267333,3,10,
0.395,0.866,7,-7.047,1,0.069,0.113,0.112,0.835,150.768,237373,4,10,
0.235,0.989,9,-4.702,1,0.0971,0.000405,0.0757,0.26,104.035,175707,4,10,
0.446,0.811,1,-3.075,1,0.0417,0.0175,0.158,0.678,175.716,181293,4,10,
0.467,0.277,8,-12.101,1,0.0283,0.89,0.2,0.535,99.83,163373,3,2,
0.634,0.241,2,-11.479,1,0.0499,0.987,0.15,0.899,142.097,183867,4,2,
0.541,0.0132,6,-24.372,1,0.086,0.979,0.081,0.319,75.872,203520,4,2,
0.457,0.563,6,-7.605,1,0.214,0.117,0.197,0.259,92.23,296213,4,5,
0.605,0.442,8,-14.252,1,0.0623,0.29,0.219,0.72,139.979,272068,4,6,
0.679,0.621,,-6.17,1,0.033,0.0126,0.104,0.306,120.028,183605,4,6,
0.706,0.827,3,-8.338,0,0.0526,0.22,0.193,0.786,118.021,317493,4,9,
0.599,0.99,4,-3.669,0,0.187,0.00232,0.305,0.353,131.446,94427,4,10,
0.474,0.608,5,-5.139,1,0.0825,0.755,0.0928,0.888,184.694,127427,4,10,
0.575,0.254,,-13.192,1,0.0485,0.943,0.0579,0.526,161.678,223387,3,2,
0.247,0.942,,-2.796,1,0.0691,0.00408,0.0864,0.601,94.094,200827,4,8,
0.563,0.937,1,-5.243,1,0.0461,0.000111,0.315,0.522,101.159,146693,4,10,
0.52,0.827,10,-7.225,0,0.0514,0.0412,0.0999,0.411,101.99,270000,4,10,
0.268,0.964,8,-4.944,0,0.129,0.0000591,0.73,0.174,164.058,173155,4,8,
0.508,0.989,7,-4.196,1,0.106,0.0000145,0.1,0.131,121.021,314876,4,8,
0.801,0.826,1,-4.613,0,0.0387,0.28,0.111,0.822,103.993,210930,4,9,
0.659,0.906,7,-3.906,0,0.0428,0.156,0.105,0.792,94.997,187720,4,6,
0.638,0.699,1,-6.542,1,0.0892,0.0203,0.0879,0.57,121.122,160398,4,9,
0.56,0.595,9,-4.53,1,0.0274,0.199,0.132,0.144,104.011,267960,4,9,
0.5,0.834,4,-4.419,1,0.036,0.00025,0.496,0.456,98.111,191053,4,10,
0.396,0.77,9,-4.728,1,0.06,0.0184,0.12,0.412,177.542,170733,4,1,
0.777,0.292,,-10.166,0,0.0402,0.336,0.0838,0.264,110.108,251024,3,2,
0.487,0.582,5,-8.938,1,0.0268,0.715,0.0971,0.271,104.003,278213,4,6,
0.118,0.964,1,-4.06,1,0.436,0.00012,0.337,0.107,200.003,269787,4,8,
0.284,0.852,1,-5.135,1,0.18,0.000975,0.581,0.473,103.067,272107,5,8,
0.388,0.764,2,-3.002,1,0.0329,0.0382,0.328,0.638,172.004,207465,4,10,
0.447,0.192,1,-9.83,1,0.034,0.888,0.0969,0.33,138.8,174439,3,9,
0.659,0.589,11,-9.924,0,0.184,0.409,0.108,0.176,119.931,226866,4,5,
0.488,0.585,1,-8.935,1,0.0365,0.499,0.111,0.204,135.429,195923,4,6,
0.773,0.691,1,-5.724,1,0.228,0.00648,0.127,0.574,161.006,157736,4,5,
0.469,0.976,,-3.569,0,0.111,0.000287,0.0636,0.222,124.001,298107,4,8,
0.82,0.387,7,-11.81,1,0.316,0.729,0.0699,0.724,95.977,232731,4,5,
0.397,0.529,4,-12.683,1,0.0824,0.914,0.322,0.46,106.779,6.883333333,4,3,
0.763,0.632,8,-11.229,1,0.273,0.332,0.143,0.493,85.996,205116,4,1,
0.437,0.803,2,-6.412,1,0.305,0.0376,0.683,0.406,84.378,289760,4,5,
0.246,0.413,9,-11.763,0,0.0348,0.102,0.242,0.0873,149.731,438907,4,6,
0.631,0.572,6,-10.422,1,0.0382,0.395,0.0736,0.672,138.125,4.839783333,4,3,
0.602,0.459,8,-7.167,0,0.036,0.63,0.146,0.366,86.38,193297,4,10,
0.612,0.207,4,-17.136,1,0.0583,0.983,0.104,0.716,88.985,2.5936,4,7,
0.48,0.978,1,-5.636,1,0.0773,0.0257,0.403,0.655,150.319,274600,4,10,
0.709,0.586,11,-9.018,0,0.0297,0.157,0.0717,0.455,116.974,168205,4,5,
0.364,0.811,11,-7.237,1,0.0621,0.00268,0.106,0.151,120.758,419893,4,8,
0.372,0.0891,7,-21.78,1,0.0357,0.916,0.158,0.0798,137.995,5.493333333,4,7,
0.273,0.934,1,-4.844,1,0.141,0.0000739,0.145,0.152,129.174,280780,4,8,
0.302,0.921,,-4.549,1,0.104,0.00000577,0.342,0.188,165.137,107284,4,8,
0.482,0.101,8,-18.914,0,0.0333,0.965,0.125,0.189,105.719,2.704666667,4,7,
0.415,0.0711,11,-27.629,1,0.0355,0.989,0.0856,0.11,79.004,200863,4,6,
0.575,0.406,6,-9.432,0,0.188,0.838,0.0726,0.307,91.17,260693,4,9,
0.539,0.615,1,-8.746,0,0.252,0.173,0.144,0.493,163.924,214693,4,9,
0.327,0.841,9,-4.963,1,0.062,0.000101,0.127,0.455,180.058,226119,4,10,
0.598,0.906,7,-3.435,1,0.0447,0.00931,0.16,0.525,97.007,172280,4,6,
0.534,0.481,,-9.016,0,0.0412,0.697,0.142,0.293,124.914,4.671366667,4,3,
0.545,0.903,1,-4.567,1,0.0427,0.000035,0.135,0.254,131.04,209177,4,8,
0.847,0.801,9,-3.838,1,0.0565,0.0876,0.766,0.841,93.19,3.611783333,4,9,
0.656,0.396,8,-13.577,1,0.0329,0.817,0.127,0.798,132.088,170000,4,2,
0.788,0.846,1,-6.005,1,0.0411,0.0364,0.0963,0.794,121.928,130612,4,6,
0.373,0.755,2,-7.574,1,0.103,0.00411,0.0635,0.57,111.813,340187,4,6,
0.559,0.66,7,-4.143,1,0.0512,0.222,0.193,0.574,163.957,2.631783333,4,4,
0.575,0.959,1,-2.469,0,0.108,0.000192,0.0515,0.642,110.973,170074,4,10,
0.711,0.167,5,-13.319,0,0.0331,0.836,0.1,0.476,82.842,1.76068333,4,0,
0.477,0.973,7,-4.106,0,0.0541,0.00188,0.379,0.403,107.618,362088,4,8,
0.68,0.84,9,-3.823,1,0.0414,0.0457,0.143,0.468,104.975,213213,4,9,
0.727,0.632,,-5.399,1,0.223,0.0966,0.0913,0.193,144.22,153484,4,5,
0.661,0.737,6,-6.645,0,0.315,0.39,0.22,0.558,160.142,221625,4,5,
0.691,0.814,1,-3.788,0,0.117,0.0164,0.366,0.509,132.012,145611,4,9,
0.525,0.89,2,-4.222,1,0.0557,0.00135,0.0822,0.604,160.083,193067,4,8,
0.523,0.959,5,-3.434,0,0.598,0.563,0.44,0.545,185.865,209677,4,5,
0.471,0.816,2,-9.446,1,0.0375,0.000232,0.0828,0.246,140.032,284000,4,8,
0.613,0.797,1,-6.744,1,0.0328,0.0000886,0.418,0.397,132.024,335586,4,10,
0.529,0.491,1,-6.249,0,0.193,0.154,0.136,0.54,113.996,276893,1,6,
0.642,0.706,7,-7.712,1,0.103,0.259,0.375,0.669,106.241,298777,4,2,
0.499,0.82,2,-6.163,0,0.0301,0.0495,0.345,0.593,144.949,265400,4,10,
0.313,0.0516,2,-17.754,0,0.0443,0.986,0.0938,0.0846,86.103,241555,3,6,
0.158,0.572,7,-6.293,0,0.0346,0.000926,0.144,0.347,79.176,223933,3,8,
0.588,0.625,,-9.502,1,0.212,0.69,0.0799,0.116,121.809,189013,4,9,
0.558,0.596,1,-9.943,0,0.0607,0.0573,0.0776,0.244,169.925,4.276616667,3,0,
0.874,0.649,,-6.352,0,0.0331,0.326,0.0884,0.968,108.009,321080,4,2,
0.731,0.84,7,-5.224,1,0.0282,0.047,0.0532,0.775,93.987,201711,4,10,
0.335,0.459,11,-11.137,1,0.0288,0.276,0.106,0.37,185.161,215859,4,10,
0.507,0.96,9,-6.224,1,0.0354,0.0000936,0.208,0.967,135.024,195018,4,10,
0.552,0.26,,-12.774,1,0.0277,0.868,0.247,0.198,95.01,194751,4,9,
0.285,0.973,7,-5.123,0,0.0965,0.0000047,0.228,0.0769,159.75,323200,4,8,
0.402,0.914,9,-5.215,1,0.142,0.000579,0.065,0.626,196.505,178267,4,10,
0.15,0.25,3,-13.268,1,0.0424,0.0836,0.276,0.0355,135.451,476689,3,6,
0.316,0.535,7,-12.924,1,0.0402,0.00143,0.872,0.577,162.264,477257,4,10,
0.78,0.733,1,-5.958,1,0.0781,0.033,0.231,0.746,129.938,140445,4,10,
0.786,0.689,1,-6.765,1,0.236,0.266,0.109,0.53,86.974,209655,4,5,
0.775,0.518,6,-5.857,0,0.311,0.455,0.121,0.646,161.011,2.06645,4,9,
0.506,0.489,10,-6.589,1,0.039,0.789,0.111,0.62,143.866,210454,4,9,
0.761,0.514,1,-9.271,1,0.143,0.0492,0.217,0.258,110.042,182000,4,6,
0.568,0.558,9,-8.553,1,0.0278,0.724,0.116,0.287,104.991,3.99933333,4,0,
0.673,0.923,1,-3.628,0,0.0521,0.0107,0.12,0.946,139.969,181547,4,1,
0.282,0.813,,-3.261,0,0.0503,0.00000531,0.499,0.387,70.994,197563,3,6,
0.482,0.333,2,-9.78,1,0.0636,0.705,0.106,0.414,73.271,295547,4,2,
0.647,0.62,8,-10.46,1,0.0432,0.151,0.132,0.873,119.4,228800,4,2,
0.231,0.0768,2,-25.658,1,0.0508,0.944,0.0983,0.1,113.69,4.276666667,4,7,
0.53,0.793,4,-7.662,1,0.0382,0.0132,0.236,0.603,101.258,206351,4,10,
0.492,0.678,9,-5.121,1,0.0467,0.000295,0.364,0.349,104.428,196293,4,10,
0.296,0.975,3,-3.676,0,0.225,0.000217,0.269,0.0724,119.491,311080,4,8,
0.379,0.714,4,-6.341,0,0.132,0.0399,0.543,0.475,170.038,268335,4,5,
0.723,0.863,2,-7.89,1,0.0338,0.0383,0.128,0.931,136.302,3.71355,4,10,
0.595,0.91,4,-4.138,1,0.0535,0.000317,0.583,0.635,109.041,220144,3,10,
0.819,0.705,6,-6.087,0,0.0278,0.138,0.0884,0.979,105.154,231147,4,9,
0.374,0.118,2,-16.48,1,0.0365,0.97,0.083,0.0954,145.312,9.513116667,5,7,
0.57,0.0532,4,-17.396,1,0.0517,0.992,0.1,0.108,118.767,2.772833333,3,7,
0.503,0.825,7,-11.117,1,0.0383,0.000298,0.298,0.691,133.206,204107,4,10,
0.716,0.693,10,-6.291,1,0.0335,0.327,0.0864,0.724,102.129,231667,4,2,
0.45,0.894,2,-6.033,1,0.0519,0.00000945,0.421,0.339,128.04,208863,4,10,
0.604,0.605,4,-8.516,1,0.0352,0.115,0.305,0.647,147.925,4.754666667,4,4,
0.603,0.827,10,-5.222,1,0.0282,0.138,0.123,0.664,107.009,236867,4,1,
0.695,0.654,4,-10.254,0,0.0523,0.379,0.177,0.946,86.016,212093,4,6,
0.54,0.522,3,-10.235,0,0.0295,0.421,0.079,0.469,82.006,464000,4,9,
0.64,0.486,2,-10.322,1,0.0268,0.568,0.7,0.895,112.313,231131,4,1,
0.66,0.522,2,-7.754,1,0.0323,0.196,0.356,0.524,135.825,161982,4,10,
0.575,0.844,3,-1.772,0,0.0633,0.226,0.0538,0.542,87.007,3.222216667,4,4,
0.565,0.257,,-14.04,1,0.0579,0.843,0.109,0.111,76.493,3.97533333,4,0,
0.336,0.909,4,-11.019,1,0.039,0.204,0.333,0.956,172.162,143227,4,2,
0.907,0.734,8,-3.112,1,0.317,0.0741,0.105,0.351,133.964,152749,4,5,
0.276,0.715,,-5.356,1,0.0432,0.00552,0.201,0.173,137.028,230760,4,10,
0.659,0.663,7,-6.353,1,0.0292,0.31,0.0745,0.961,133.849,2.90555,4,10,
0.554,0.918,8,-6.172,0,0.107,0.0000286,0.551,0.27,120.05,356160,4,8,
0.592,0.752,9,-7.309,0,0.0269,0.33,0.0545,0.379,100.038,332693,4,2,
0.562,0.991,7,-2.654,1,0.0745,0.0373,0.425,0.266,118.004,263560,4,8,
0.93,0.467,8,-8.449,1,0.116,0.00906,0.131,0.169,139.972,164633,4,5,
0.697,0.667,9,-6.354,1,0.0395,0.0038,0.236,0.698,136.051,187059,3,1,
0.385,0.243,4,-18.084,0,0.461,0.631,0.672,0.372,76.484,21.59266667,3,3,
0.806,0.741,,-7.535,1,0.209,0.278,0.0985,0.286,105.022,148793,4,5,
0.386,0.94,1,-5.235,0,0.0871,0.000068,0.329,0.378,150.112,188780,4,10,
0.451,0.547,9,-8.522,0,0.0435,0.504,0.326,0.126,87.721,390600,4,2,
0.904,0.498,2,-7.86,1,0.324,0.00919,0.0791,0.145,132.992,202411,4,5,
0.603,0.675,2,-11.04,0,0.0439,0.428,0.0893,0.533,104.946,4.7,4,3,
0.6,0.624,8,-10.727,1,0.0387,0.468,0.166,0.756,98.586,252493,4,2,
0.908,0.517,4,-11.018,1,0.165,0.00834,0.142,0.539,125.055,217427,4,5,
0.488,0.0527,5,-27.331,1,0.0478,0.971,0.0882,0.193,49.689,5.103783333,4,7,
0.543,0.922,5,-5.521,1,0.112,0.0598,0.109,0.73,121.984,270145,4,6,
0.465,0.865,11,-9.573,0,0.098,0.018,0.0769,0.677,117.528,237893,4,10,
0.592,0.901,2,-4.004,1,0.0349,0.00151,0.351,0.836,105.065,225318,4,10,
0.398,0.838,4,-6.679,1,0.102,0.00127,0.576,0.747,116.913,191293,4,6,
0.282,0.843,11,-6.002,0,0.114,0.000839,0.0699,0.418,175.798,161054,4,10,
0.492,0.264,4,-13.1,1,0.0308,0.941,0.241,0.515,109.057,4.750366667,4,3,
0.367,0.856,1,-11.546,1,0.065,0.0000698,0.0492,0.322,167.849,220000,4,8,
0.684,0.659,9,-5.713,1,0.0234,0.027,0.15,0.319,110.159,274480,4,8,
0.546,0.389,,-14.135,0,0.0918,0.777,0.0994,0.682,164.443,178959,4,2,
0.883,0.674,11,-8.043,0,0.357,0.21,0.0678,0.73,141.02,278085,4,9,
0.613,0.548,8,-6.534,0,0.0282,0.439,0.116,0.479,139.963,208666,4,9,
0.455,0.858,11,-5.659,0,0.0391,0.000616,0.226,0.597,163.118,207467,4,10,
0.409,0.717,6,-7.75,1,0.0395,0.000578,0.0827,0.311,169.212,188693,4,6,
0.707,0.275,9,-14.026,0,0.163,0.91,0.112,0.619,108.657,163944,4,2,
0.812,0.6,7,-9.414,1,0.254,0.00308,0.173,0.555,97.338,226440,4,5,
0.781,0.407,8,-9.695,1,0.143,0.325,0.153,0.314,91.046,123280,4,6,
0.316,0.426,,-9.745,1,0.0329,0.631,0.103,0.252,130.013,4.587533333,1,0,
0.375,0.744,5,-6.666,0,0.0481,0.00107,0.329,0.687,102.718,162039,4,10,
0.503,0.548,,-7.564,0,0.164,0.0751,0.145,0.441,94.036,228920,4,9,
0.341,0.721,9,-6.614,0,0.034,0.00593,0.79,0.623,115.014,220404,4,6,
0.693,0.562,,-7.323,1,0.0379,0.195,0.123,0.183,123.979,197947,4,10,
0.882,0.839,4,-3.193,1,0.082,0.156,0.132,0.71,117.032,170653,4,5,
0.736,0.811,9,-4.17,0,0.081,0.00132,0.107,0.609,103.502,216733,4,10,
0.537,0.355,,-11.241,1,0.0363,0.357,0.132,0.39,113.994,214573,4,6,
0.473,0.963,7,-1.558,1,0.0571,0.00104,0.191,0.739,157.929,219493,4,10,
0.435,0.774,2,-5.052,1,0.0631,0.014,0.127,0.448,147.466,228707,4,10,
0.898,0.529,9,-5.428,1,0.2,0.0699,0.536,0.8,110.032,188963,4,9,
0.615,0.893,5,-6.139,1,0.102,0.00291,0.199,0.555,127.834,208533,4,8,
0.393,0.517,1,-6.446,1,0.246,0.0379,0.0738,0.535,70.59,202148,4,9,
0.494,0.756,,-8.492,1,0.0499,0.733,0.76,0.949,86.895,2.26711667,4,10,
0.546,0.744,10,-4.042,0,0.173,0.217,0.0826,0.668,81.669,202683,4,9,
0.301,0.932,2,-6.21,1,0.141,0.0000193,0.33,0.373,136.057,174253,4,10,
0.591,0.42,10,-6.986,1,0.0317,0.0146,0.101,0.52,129.918,197783,4,10,
0.452,0.916,1,-3.17,1,0.0478,0.000308,0.118,0.592,90.995,205091,4,10,
0.705,0.842,3,-6.093,0,0.0483,0.0605,0.141,0.62,130.019,218120,4,9,
0.291,0.8,,-8.02,1,0.0422,0.0772,0.0953,0.499,174.713,126771,3,6,
0.287,0.991,10,-0.645,0,0.123,0.00657,0.368,0.108,159.831,199747,4,8,
0.41,0.529,11,-9.662,0,0.039,0.406,0.11,0.828,160.06,178860,3,6,
0.262,0.969,4,-4.675,1,0.0894,0.00000369,0.133,0.263,158.433,184040,4,10,
0.581,0.809,2,-9.67,1,0.0397,0.00304,0.3,0.19,127.991,274000,4,8,
0.619,0.629,1,-4.109,0,0.33,0.0473,0.314,0.262,123.003,258133,4,1,
0.5,0.673,10,-10.292,1,0.0367,0.0729,0.493,0.56,149.326,3.822666667,4,9,
0.596,0.901,3,-7.373,1,0.0482,0.0362,0.0698,0.621,137.359,219467,4,10,
0.602,0.477,9,-8.425,1,0.032,0.268,0.173,0.552,183.89,213493,4,1,
0.274,0.567,7,-5.98,1,0.0276,0.0861,0.398,0.29,144.713,249320,4,10,
0.352,0.911,1,-5.23,1,0.0747,0.00121,0.0995,0.236,148.033,222973,4,1,
0.552,0.669,7,-4.462,1,0.0329,0.00697,0.0781,0.561,126.092,200200,4,6,
0.622,0.41,8,-14.002,1,0.409,0.451,0.191,0.472,77.426,183901,4,5,
0.62,0.446,1,-14.451,0,0.0347,0.589,0.0727,0.868,88.591,2.598,4,10,
0.562,0.47,6,-8.876,0,0.087,0.174,0.213,0.215,169.925,270973,4,8,
0.289,0.841,8,-4.33,1,0.146,0.00582,0.267,0.399,183.17,208134,3,1,
0.509,0.405,2,-8.779,0,0.036,0.319,0.123,0.274,141.509,215947,3,2,
0.574,0.691,6,-7.805,0,0.0336,0.0142,0.169,0.767,95.009,136632,4,10,
0.666,0.936,7,-9.919,1,0.0476,0.00244,0.153,0.776,91.577,282907,4,10,
0.54,0.631,8,-4.569,1,0.0336,0.00316,0.104,0.194,84.903,151989,4,1,
0.778,0.6,7,-9.764,1,0.031,0.297,0.12,0.848,100.189,290013,4,2,
0.716,0.552,,-6.927,0,0.0863,0.202,0.0942,0.181,103.002,248977,4,6,
0.568,0.971,7,-3.478,1,0.0543,0.0518,0.265,0.778,139.27,241333,4,10,
0.357,0.336,2,-11.97,1,0.0312,0.294,0.0956,0.22,142.517,3.14898333,4,0,
0.627,0.438,6,-11.578,0,0.0396,0.161,0.306,0.273,124.208,286000,4,10,
0.357,0.658,9,-8.197,1,0.0621,0.0078,0.132,0.227,164.221,215912,4,10,
0.365,0.893,2,-3.983,0,0.0841,0.00331,0.142,0.612,163.39,168891,4,10,
0.277,0.848,10,-7.714,1,0.0789,0.00421,0.0896,0.126,128.194,208493,4,1,
0.707,0.52,1,-8.495,1,0.0419,0.137,0.131,0.597,92.969,224267,4,9,
0.515,0.584,5,-4.285,1,0.0248,0.363,0.137,0.298,90.009,277750,4,9,
0.275,0.376,2,-5.798,1,0.029,0.35,0.114,0.325,137.545,267173,4,6,
0.466,0.441,10,-6.096,0,0.127,0.655,0.101,0.345,74.097,207568,4,9,
0.664,0.828,,-6.053,1,0.0404,0.00839,0.294,0.82,103.985,190718,4,10,
0.42,0.876,6,-5.35,0,0.098,0.0235,0.157,0.117,119.091,353806,4,8,
0.585,0.907,1,-4.787,1,0.102,0.0000721,0.0682,0.573,92.634,178667,4,8,
0.797,0.713,2,-4.384,1,0.279,0.0696,0.0694,0.464,130.059,154462,4,5,
0.537,0.425,11,-9.499,0,0.0392,0.391,0.115,0.0728,109.02,295890,4,10,
0.517,0.583,7,-6.792,1,0.0299,0.188,0.234,0.43,78.027,4.302966667,4,0,
0.598,0.171,2,-18.199,1,0.0302,0.937,0.102,0.288,137.757,253000,4,10,
0.442,0.765,5,-5.63,0,0.255,0.000146,0.313,0.671,162.74,186933,5,5,
0.476,0.971,4,-3.797,0,0.0964,0.0000525,0.316,0.207,140.02,249468,3,8,
0.488,0.78,9,-4.971,1,0.0412,0.0162,0.0968,0.355,87.937,207614,4,10,
0.389,0.314,2,-8.559,1,0.0345,0.772,0.109,0.107,95.641,228080,4,6,
0.671,0.873,5,-4.83,0,0.0401,0.00153,0.0411,0.922,110.021,398400,4,5,
0.495,0.844,7,-4.448,1,0.0433,0.0000975,0.447,0.46,119.958,185916,4,10,
0.633,0.846,7,-6.347,1,0.0337,0.000819,0.0762,0.448,89.23,323933,4,10,
0.653,0.191,,-12.963,0,0.088,0.958,0.138,0.865,107.26,4.409466667,4,3,
0.496,0.863,9,-4.153,1,0.0381,0.0046,0.639,0.243,110.018,185587,4,10,
0.621,0.921,10,-6.847,1,0.0418,0.087,0.232,0.781,120.012,153398,4,6,
0.495,0.71,2,-8.533,1,0.0486,0.275,0.195,0.495,153.617,183187,4,2,
0.417,0.569,4,-7.56,1,0.0303,0.000302,0.104,0.0352,140.02,366957,4,6,
0.563,0.614,7,-6.695,0,0.0394,0.845,0.167,0.962,154.797,3.543783333,3,3,
0.548,0.682,4,-7.105,1,0.0356,0.323,0.105,0.458,107.939,381428,4,6,
0.673,0.657,10,-5.859,0,0.0332,0.0314,0.35,0.949,78.977,185760,4,6,
0.593,0.702,,-12.668,1,0.0409,0.002,0.19,0.901,142.006,238133,4,6,
0.266,0.0128,7,-24.109,1,0.052,0.909,0.131,0.0637,65.694,0.987116667,3,7,
0.116,0.963,7,-4.829,1,0.133,0.00000102,0.0765,0.224,91.439,245461,4,8,
0.701,0.518,2,-8.892,0,0.0415,0.406,0.122,0.551,100.018,7.08,4,0,
0.525,0.902,2,-8.662,1,0.0368,0.000989,0.137,0.907,146.83,204621,4,6,
0.151,0.992,9,-4.451,1,0.191,0.0000294,0.183,0.068,143.467,202147,4,8,
0.548,0.161,2,-14.991,1,0.0326,0.861,0.102,0.309,80.069,190900,4,6,
0.803,0.545,10,-8.822,1,0.279,0.0336,0.112,0.0993,144.01,183230,4,5,
0.674,0.537,1,-10.971,0,0.0363,0.566,0.131,0.809,110.578,2.692216667,4,4,
0.33,0.507,4,-8.515,0,0.0404,0.557,0.12,0.232,79.96,194374,4,9,
0.479,0.115,4,-20.306,0,0.0343,0.936,0.152,0.115,116.047,5.174166667,4,7,
0.783,0.82,1,-6.102,1,0.0489,0.00054,0.0628,0.235,129.015,339213,4,6,
0.533,0.704,7,-9.97,1,0.0485,0.164,0.0739,0.696,118.935,206893,4,2,
0.875,0.661,3,-6.71,0,0.259,0.41,0.0889,0.739,141.894,174557,4,5,
0.559,0.552,7,-8.414,1,0.0335,0.00888,0.0725,0.342,130.04,256187,4,8,
0.46,0.949,7,-5.59,1,0.084,0.00141,0.234,0.214,146.051,113752,4,1,
0.552,0.618,8,-8.155,0,0.0317,0.486,0.313,0.442,157.956,275661,4,1,
0.657,0.716,9,-7.76,0,0.0264,0.2,0.173,0.513,112.045,271107,4,10,
0.291,0.974,6,-2.997,0,0.171,0.0177,0.886,0.348,134.724,278600,4,8,
0.533,0.924,6,-11.679,0,0.0721,0.00185,0.373,0.371,128.548,253960,4,10,
0.534,0.623,11,-7.144,1,0.0247,0.668,0.121,0.395,82.487,275013,4,1,
0.606,0.457,6,-14.035,0,0.0497,0.713,0.0747,0.813,92.033,4.06711667,4,0,
0.548,0.965,3,-3.079,0,0.0764,0.0000953,0.369,0.462,118.077,193220,4,8,
0.635,0.875,10,-8.536,0,0.0421,0.000722,0.483,0.934,149.98,324667,4,1,
0.409,0.377,,-13.552,1,0.0346,0.622,0.107,0.513,156.291,257802,4,10,
0.504,0.607,7,-8.561,1,0.033,0.0288,0.112,0.0366,101.031,318694,4,6,
0.378,0.986,8,-2.769,1,0.0832,0.000248,0.0833,0.492,94.458,216133,4,10,
